Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
320,1-Feb-23,CUST320,Female,28,Electronics,4,300,1200
321,10-Jun-23,CUST321,Female,26,Electronics,2,25,50
322,30-Jan-23,CUST322,Male,51,Electronics,1,500,500
324,27-Oct-23,CUST324,Female,52,Electronics,3,50,150
325,2-Sep-23,CUST325,Female,52,Electronics,2,25,50
327,29-Sep-23,CUST327,Male,57,Electronics,3,50,150
329,30-Jan-23,CUST329,Female,46,Electronics,4,25,100
331,11-Feb-23,CUST331,Male,28,Electronics,3,30,90
332,6-Apr-23,CUST332,Male,58,Electronics,4,300,1200
333,5-Feb-23,CUST333,Female,54,Electronics,4,300,1200
334,1-Nov-23,CUST334,Male,31,Electronics,3,300,900
339,3-Mar-23,CUST339,Female,22,Electronics,2,25,50
343,1-Nov-23,CUST343,Male,21,Electronics,2,25,50
345,14-Nov-23,CUST345,Male,62,Electronics,1,30,30
347,3-Aug-23,CUST347,Male,42,Electronics,1,25,25
348,3-Dec-23,CUST348,Female,35,Electronics,2,300,600
352,11-Jun-23,CUST352,Male,57,Electronics,2,500,1000
353,14-May-23,CUST353,Male,31,Electronics,1,500,500
355,9-Dec-23,CUST355,Female,55,Electronics,1,500,500
356,10-Jun-23,CUST356,Male,50,Electronics,3,500,1500
357,3-May-23,CUST357,Female,40,Electronics,3,25,75
361,10-Dec-23,CUST361,Female,34,Electronics,4,300,1200
367,5-Jan-23,CUST367,Female,57,Electronics,1,50,50
369,15-Nov-23,CUST369,Male,23,Electronics,3,500,1500
370,16-Oct-23,CUST370,Male,23,Electronics,2,30,60
380,6-May-23,CUST380,Male,56,Electronics,2,300,600
385,6-Oct-23,CUST385,Male,50,Electronics,3,500,1500
386,27-Dec-23,CUST386,Female,54,Electronics,2,300,600
388,10-Nov-23,CUST388,Male,50,Electronics,1,25,25
390,28-Sep-23,CUST390,Male,39,Electronics,2,50,100
395,6-Dec-23,CUST395,Male,50,Electronics,2,500,1000
404,25-May-23,CUST404,Male,46,Electronics,2,500,1000
407,25-Jun-23,CUST407,Female,46,Electronics,3,300,900
409,18-Dec-23,CUST409,Female,21,Electronics,3,300,900
411,16-May-23,CUST411,Male,62,Electronics,4,50,200
412,16-Sep-23,CUST412,Female,19,Electronics,4,500,2000
416,17-Feb-23,CUST416,Male,53,Electronics,4,500,2000
417,21-Nov-23,CUST417,Male,43,Electronics,3,300,900
418,5-Aug-23,CUST418,Female,60,Electronics,2,500,1000
425,15-May-23,CUST425,Female,55,Electronics,4,30,120
426,24-Mar-23,CUST426,Male,23,Electronics,3,50,150
427,15-Aug-23,CUST427,Male,25,Electronics,1,25,25
428,10-Oct-23,CUST428,Female,40,Electronics,4,50,200
429,28-Dec-23,CUST429,Male,64,Electronics,2,25,50
430,7-Aug-23,CUST430,Female,43,Electronics,3,300,900
431,15-Oct-23,CUST431,Male,63,Electronics,4,300,1200
432,5-Jan-23,CUST432,Female,60,Electronics,2,500,1000
434,8-Feb-23,CUST434,Female,43,Electronics,2,25,50
437,7-Oct-23,CUST437,Female,35,Electronics,4,300,1200
445,22-Jan-23,CUST445,Female,53,Electronics,1,300,300
446,7-Jun-23,CUST446,Male,21,Electronics,1,50,50
449,3-Jul-23,CUST449,Male,25,Electronics,4,50,200
451,16-Dec-23,CUST451,Female,45,Electronics,1,30,30
455,1-Jul-23,CUST455,Male,31,Electronics,4,25,100
456,14-Oct-23,CUST456,Male,57,Electronics,2,30,60
458,14-Nov-23,CUST458,Female,39,Electronics,4,25,100
462,1-Apr-23,CUST462,Male,63,Electronics,4,300,1200
464,13-Jan-23,CUST464,Male,38,Electronics,2,300,600
465,2-Apr-23,CUST465,Female,43,Electronics,3,50,150
466,20-Jun-23,CUST466,Male,63,Electronics,4,25,100
467,30-Jul-23,CUST467,Female,53,Electronics,3,50,150
468,9-Dec-23,CUST468,Male,40,Electronics,1,25,25
479,24-Aug-23,CUST479,Male,52,Electronics,4,300,1200
481,6-Jun-23,CUST481,Female,43,Electronics,4,300,1200
485,4-Dec-23,CUST485,Male,24,Electronics,1,30,30
486,9-Apr-23,CUST486,Female,35,Electronics,1,25,25
488,18-Jun-23,CUST488,Female,51,Electronics,3,300,900
489,23-May-23,CUST489,Male,44,Electronics,1,30,30
491,23-May-23,CUST491,Female,60,Electronics,3,300,900
501,14-May-23,CUST501,Male,39,Electronics,2,30,60
502,2-Apr-23,CUST502,Male,43,Electronics,3,50,150
507,2-Nov-23,CUST507,Female,37,Electronics,3,500,1500
509,26-Jun-23,CUST509,Female,37,Electronics,3,300,900
513,19-Sep-23,CUST513,Male,24,Electronics,4,25,100
514,1-Mar-23,CUST514,Female,18,Electronics,1,300,300
519,23-Jan-23,CUST519,Female,36,Electronics,4,30,120
520,29-Dec-23,CUST520,Female,49,Electronics,4,25,100
523,24-Sep-23,CUST523,Female,62,Electronics,1,300,300
530,5-Feb-23,CUST530,Female,18,Electronics,4,30,120
531,7-Dec-23,CUST531,Male,31,Electronics,1,500,500
533,16-Nov-23,CUST533,Male,19,Electronics,3,500,1500
540,8-Dec-23,CUST540,Female,46,Electronics,3,300,900
544,23-Dec-23,CUST544,Female,27,Electronics,1,25,25
546,11-Oct-23,CUST546,Female,36,Electronics,4,50,200
551,14-Jul-23,CUST551,Male,45,Electronics,3,300,900
552,13-Dec-23,CUST552,Female,49,Electronics,3,25,75
556,4-Jun-23,CUST556,Female,18,Electronics,1,50,50
560,5-Jun-23,CUST560,Female,25,Electronics,1,50,50
562,18-Apr-23,CUST562,Male,54,Electronics,2,25,50
564,24-Oct-23,CUST564,Male,50,Electronics,2,50,100
568,27-Aug-23,CUST568,Female,51,Electronics,1,300,300
569,15-Aug-23,CUST569,Male,52,Electronics,4,50,200
571,12-Dec-23,CUST571,Female,41,Electronics,1,50,50
574,31-Aug-23,CUST574,Female,63,Electronics,2,25,50
579,21-Sep-23,CUST579,Female,38,Electronics,1,30,30
583,21-Jun-23,CUST583,Female,24,Electronics,4,25,100
586,11-Dec-23,CUST586,Male,50,Electronics,1,50,50
588,26-Apr-23,CUST588,Male,38,Electronics,2,30,60
591,13-Jan-23,CUST591,Male,53,Electronics,4,25,100
593,6-May-23,CUST593,Male,35,Electronics,2,30,60
594,1-Sep-23,CUST594,Female,19,Electronics,2,300,600
596,7-Feb-23,CUST596,Female,64,Electronics,1,300,300
602,23-Dec-23,CUST602,Female,20,Electronics,1,300,300
604,11-Sep-23,CUST604,Female,29,Electronics,4,50,200
605,24-Jul-23,CUST605,Male,37,Electronics,2,500,1000
606,5-May-23,CUST606,Male,22,Electronics,1,50,50
608,2-Dec-23,CUST608,Female,55,Electronics,3,500,1500
612,6-Aug-23,CUST612,Female,61,Electronics,1,500,500
617,26-Aug-23,CUST617,Male,34,Electronics,1,30,30
619,13-Oct-23,CUST619,Male,47,Electronics,4,25,100
620,8-May-23,CUST620,Male,63,Electronics,3,25,75
629,12-Jun-23,CUST629,Male,62,Electronics,2,25,50
631,10-Nov-23,CUST631,Male,56,Electronics,3,30,90
632,16-Sep-23,CUST632,Female,26,Electronics,4,25,100
634,8-Oct-23,CUST634,Male,60,Electronics,4,500,2000
635,17-Aug-23,CUST635,Female,63,Electronics,3,300,900
638,19-Aug-23,CUST638,Male,46,Electronics,1,500,500
640,7-May-23,CUST640,Female,51,Electronics,4,30,120
641,23-Nov-23,CUST641,Female,40,Electronics,1,300,300
643,24-Sep-23,CUST643,Female,28,Electronics,3,30,90
645,17-Nov-23,CUST645,Female,35,Electronics,4,30,120
650,1-Jan-24,CUST650,Male,55,Electronics,1,30,30
659,19-Mar-23,CUST659,Female,39,Electronics,1,30,30
666,2-Feb-23,CUST666,Male,51,Electronics,3,50,150
667,1-Aug-23,CUST667,Female,29,Electronics,1,500,500
668,28-Jul-23,CUST668,Female,62,Electronics,3,50,150
671,27-Aug-23,CUST671,Male,62,Electronics,3,50,150
676,19-Jul-23,CUST676,Male,63,Electronics,3,500,1500
678,23-Dec-23,CUST678,Female,60,Electronics,3,300,900
681,14-Jul-23,CUST681,Female,43,Electronics,2,30,60
685,2-Jun-23,CUST685,Male,57,Electronics,2,25,50
686,19-Jul-23,CUST686,Female,28,Electronics,4,50,200
687,3-Aug-23,CUST687,Female,53,Electronics,1,300,300
689,7-Oct-23,CUST689,Male,57,Electronics,2,50,100
694,20-May-23,CUST694,Female,39,Electronics,2,25,50
695,12-Aug-23,CUST695,Female,22,Electronics,3,50,150
698,19-Jul-23,CUST698,Female,64,Electronics,1,300,300
700,9-Dec-23,CUST700,Male,36,Electronics,4,500,2000
703,26-Mar-23,CUST703,Male,34,Electronics,2,50,100
705,7-Mar-23,CUST705,Male,60,Electronics,2,25,50
706,15-Nov-23,CUST706,Male,51,Electronics,4,25,100
709,21-Jul-23,CUST709,Female,19,Electronics,2,500,1000
710,31-Oct-23,CUST710,Female,26,Electronics,3,500,1500
711,16-Oct-23,CUST711,Male,26,Electronics,3,500,1500
725,21-Aug-23,CUST725,Male,61,Electronics,1,300,300
728,14-Jul-23,CUST728,Male,51,Electronics,3,50,150
732,11-Feb-23,CUST732,Male,61,Electronics,2,500,1000
742,21-Jan-23,CUST742,Female,38,Electronics,4,500,2000
744,7-May-23,CUST744,Male,40,Electronics,1,25,25
754,16-Oct-23,CUST754,Female,43,Electronics,4,25,100
756,27-Aug-23,CUST756,Female,62,Electronics,4,300,1200
757,25-Dec-23,CUST757,Female,43,Electronics,4,300,1200
759,8-Jul-23,CUST759,Male,49,Electronics,2,50,100
762,7-Nov-23,CUST762,Female,24,Electronics,2,25,50
766,25-Feb-23,CUST766,Male,38,Electronics,3,300,900
769,9-Jun-23,CUST769,Female,31,Electronics,4,30,120
771,13-Dec-23,CUST771,Male,24,Electronics,2,25,50
772,12-Jul-23,CUST772,Male,26,Electronics,1,30,30
773,23-Jul-23,CUST773,Male,25,Electronics,4,500,2000
775,8-Feb-23,CUST775,Female,46,Electronics,4,25,100
777,20-Dec-23,CUST777,Male,48,Electronics,3,50,150
779,5-May-23,CUST779,Female,56,Electronics,2,500,1000
780,22-Feb-23,CUST780,Male,52,Electronics,2,25,50
784,4-Nov-23,CUST784,Female,34,Electronics,1,500,500
787,22-Jan-23,CUST787,Male,41,Electronics,1,25,25
795,28-Nov-23,CUST795,Male,57,Electronics,1,300,300
799,8-Sep-23,CUST799,Male,56,Electronics,2,50,100
804,24-Aug-23,CUST804,Male,42,Electronics,1,30,30
807,11-Aug-23,CUST807,Female,50,Electronics,4,50,200
810,30-Nov-23,CUST810,Male,59,Electronics,4,25,100
812,12-Nov-23,CUST812,Male,19,Electronics,3,25,75
813,3-Oct-23,CUST813,Male,52,Electronics,3,50,150
818,18-May-23,CUST818,Male,30,Electronics,1,500,500
820,6-May-23,CUST820,Male,49,Electronics,4,50,200
821,14-Feb-23,CUST821,Male,49,Electronics,1,300,300
823,19-Aug-23,CUST823,Female,56,Electronics,2,50,100
828,9-Dec-23,CUST828,Female,33,Electronics,4,300,1200
831,15-Jan-23,CUST831,Male,27,Electronics,4,25,100
838,13-May-23,CUST838,Male,47,Electronics,2,300,600
839,24-Jun-23,CUST839,Female,20,Electronics,4,300,1200
841,2-Nov-23,CUST841,Male,31,Electronics,4,25,100
847,8-Apr-23,CUST847,Female,18,Electronics,4,300,1200
851,8-Sep-23,CUST851,Male,32,Electronics,2,25,50
856,27-Nov-23,CUST856,Male,54,Electronics,4,30,120
857,31-Dec-23,CUST857,Male,60,Electronics,2,25,50
858,9-Sep-23,CUST858,Male,23,Electronics,2,50,100
859,18-Aug-23,CUST859,Female,56,Electronics,3,500,1500
862,31-May-23,CUST862,Male,28,Electronics,4,300,1200
863,24-Apr-23,CUST863,Female,30,Electronics,2,25,50
864,27-Jul-23,CUST864,Female,51,Electronics,1,500,500
866,5-May-23,CUST866,Male,24,Electronics,1,50,50
867,6-Jun-23,CUST867,Male,21,Electronics,1,500,500
868,6-Dec-23,CUST868,Female,25,Electronics,1,300,300
870,8-Jul-23,CUST870,Female,46,Electronics,4,30,120
873,29-Sep-23,CUST873,Female,27,Electronics,4,25,100
875,6-Aug-23,CUST875,Female,51,Electronics,4,500,2000
881,19-May-23,CUST881,Male,22,Electronics,1,300,300
882,6-Jun-23,CUST882,Female,64,Electronics,2,25,50
883,9-May-23,CUST883,Male,40,Electronics,1,500,500
886,9-Apr-23,CUST886,Male,37,Electronics,3,300,900
888,3-Mar-23,CUST888,Female,52,Electronics,4,25,100
889,2-Oct-23,CUST889,Female,35,Electronics,1,50,50
890,20-Dec-23,CUST890,Male,34,Electronics,2,25,50
891,5-Apr-23,CUST891,Male,41,Electronics,3,300,900
892,9-Apr-23,CUST892,Male,20,Electronics,1,50,50
893,21-Apr-23,CUST893,Male,49,Electronics,1,50,50
894,5-Sep-23,CUST894,Male,52,Electronics,1,30,30
896,29-Oct-23,CUST896,Female,30,Electronics,2,25,50
897,26-Sep-23,CUST897,Female,64,Electronics,2,50,100
901,10-Apr-23,CUST901,Male,31,Electronics,1,30,30
907,8-Jan-23,CUST907,Female,45,Electronics,1,25,25
909,1-Oct-23,CUST909,Male,26,Electronics,1,300,300
911,21-May-23,CUST911,Male,42,Electronics,3,300,900
913,28-Jan-23,CUST913,Male,29,Electronics,3,30,90
914,11-Oct-23,CUST914,Female,59,Electronics,1,500,500
916,24-Dec-23,CUST916,Female,32,Electronics,1,50,50
917,6-Mar-23,CUST917,Female,57,Electronics,4,50,200
918,23-Nov-23,CUST918,Female,42,Electronics,3,30,90
921,7-Jan-23,CUST921,Male,51,Electronics,3,25,75
922,21-Oct-23,CUST922,Male,41,Electronics,1,50,50
925,3-Sep-23,CUST925,Male,25,Electronics,1,300,300
926,14-Aug-23,CUST926,Male,22,Electronics,1,30,30
927,24-Jun-23,CUST927,Male,43,Electronics,4,500,2000
939,18-Dec-23,CUST939,Female,46,Electronics,1,300,300
940,28-Jan-23,CUST940,Female,20,Electronics,1,30,30
946,8-May-23,CUST946,Male,62,Electronics,4,500,2000
948,13-Oct-23,CUST948,Female,23,Electronics,3,25,75
949,2-Aug-23,CUST949,Female,41,Electronics,2,25,50
954,25-Sep-23,CUST954,Female,50,Electronics,3,300,900
957,15-Aug-23,CUST957,Female,60,Electronics,4,30,120
958,2-Jun-23,CUST958,Male,62,Electronics,2,25,50
959,29-Oct-23,CUST959,Female,42,Electronics,2,30,60
966,20-Feb-23,CUST966,Male,60,Electronics,2,500,1000
970,16-May-23,CUST970,Male,59,Electronics,4,500,2000
971,5-Dec-23,CUST971,Female,27,Electronics,4,50,200
977,8-Feb-23,CUST977,Female,35,Electronics,3,25,75
980,29-Jul-23,CUST980,Female,31,Electronics,3,25,75
981,19-Aug-23,CUST981,Female,30,Electronics,2,30,60
985,30-May-23,CUST985,Female,19,Electronics,2,25,50
989,28-Dec-23,CUST989,Female,44,Electronics,1,25,25
992,21-Aug-23,CUST992,Female,57,Electronics,2,30,60
993,6-Feb-23,CUST993,Female,48,Electronics,3,50,150
999,5-Dec-23,CUST999,Female,36,Electronics,3,50,150
1000,12-Apr-23,CUST1000,Male,47,Electronics,4,30,120
6,25-Apr-23,CUST006,Female,45,Beauty,1,30,30
12,30-Oct-23,CUST012,Male,35,Beauty,3,25,75
27,3-Aug-23,CUST027,Female,38,Beauty,2,25,50
30,29-Oct-23,CUST030,Female,39,Beauty,3,300,900
32,4-Jan-23,CUST032,Male,30,Beauty,3,30,90
35,5-Aug-23,CUST035,Female,58,Beauty,3,300,900
36,24-Jun-23,CUST036,Male,52,Beauty,3,300,900
37,23-May-23,CUST037,Female,18,Beauty,3,25,75
50,24-Aug-23,CUST050,Female,27,Beauty,3,25,75
51,2-Oct-23,CUST051,Male,27,Beauty,3,25,75
52,5-Mar-23,CUST052,Female,36,Beauty,1,300,300
55,10-Oct-23,CUST055,Male,31,Beauty,4,30,120
57,18-Nov-23,CUST057,Female,63,Beauty,1,30,30
67,29-May-23,CUST067,Female,48,Beauty,4,300,1200
69,30-Apr-23,CUST069,Female,56,Beauty,3,25,75
71,14-Jul-23,CUST071,Female,51,Beauty,4,25,100
79,18-Apr-23,CUST079,Male,34,Beauty,1,300,300
86,8-Nov-23,CUST086,Male,19,Beauty,3,30,90
102,28-Apr-23,CUST102,Female,47,Beauty,2,25,50
108,19-Apr-23,CUST108,Female,27,Beauty,3,25,75
114,22-Jul-23,CUST114,Female,22,Beauty,4,25,100
129,23-Apr-23,CUST129,Female,21,Beauty,2,300,600
131,18-Sep-23,CUST131,Female,21,Beauty,2,300,600
172,17-Sep-23,CUST172,Male,32,Beauty,2,25,50
174,12-Apr-23,CUST174,Female,39,Beauty,1,300,300
182,15-Jun-23,CUST182,Male,62,Beauty,4,30,120
183,8-Sep-23,CUST183,Female,43,Beauty,3,300,900
190,4-May-23,CUST190,Female,60,Beauty,3,30,90
191,18-Oct-23,CUST191,Male,64,Beauty,1,25,25
198,7-Mar-23,CUST198,Female,54,Beauty,3,300,900
204,28-Sep-23,CUST204,Male,39,Beauty,1,25,25
207,19-Apr-23,CUST207,Female,42,Beauty,2,25,50
214,10-Dec-23,CUST214,Male,20,Beauty,2,30,60
218,22-Sep-23,CUST218,Male,64,Beauty,3,30,90
221,7-May-23,CUST221,Male,39,Beauty,2,300,600
225,11-Jan-23,CUST225,Female,57,Beauty,4,25,100
229,29-Oct-23,CUST229,Male,58,Beauty,3,30,90
230,23-Apr-23,CUST230,Male,54,Beauty,1,25,25
232,6-Feb-23,CUST232,Female,43,Beauty,1,25,25
233,29-Dec-23,CUST233,Female,51,Beauty,2,300,600
240,6-Feb-23,CUST240,Female,23,Beauty,1,300,300
260,1-Jul-23,CUST260,Male,28,Beauty,2,30,60
262,30-Jul-23,CUST262,Female,32,Beauty,4,30,120
263,28-Aug-23,CUST263,Male,23,Beauty,2,30,60
267,27-Nov-23,CUST267,Female,32,Beauty,3,30,90
271,23-Jun-23,CUST271,Female,62,Beauty,4,30,120
276,2-Oct-23,CUST276,Female,21,Beauty,4,25,100
290,4-Oct-23,CUST290,Female,30,Beauty,2,300,600
292,17-Feb-23,CUST292,Male,20,Beauty,4,300,1200
295,28-Jul-23,CUST295,Female,27,Beauty,3,300,900
298,20-Apr-23,CUST298,Male,27,Beauty,4,300,1200
302,14-Jul-23,CUST302,Male,57,Beauty,2,300,600
305,16-May-23,CUST305,Female,18,Beauty,1,30,30
308,5-Aug-23,CUST308,Female,34,Beauty,4,300,1200
309,23-Dec-23,CUST309,Female,26,Beauty,1,25,25
310,12-Oct-23,CUST310,Female,28,Beauty,1,25,25
311,5-Dec-23,CUST311,Female,32,Beauty,4,25,100
323,26-Jan-23,CUST323,Female,29,Beauty,3,300,900
335,4-Feb-23,CUST335,Female,47,Beauty,4,30,120
344,21-Jan-23,CUST344,Female,42,Beauty,1,30,30
350,17-Oct-23,CUST350,Male,25,Beauty,3,25,75
358,16-May-23,CUST358,Female,32,Beauty,1,300,300
363,3-Jun-23,CUST363,Male,64,Beauty,1,25,25
371,21-Feb-23,CUST371,Female,20,Beauty,1,25,25
373,3-Oct-23,CUST373,Female,25,Beauty,2,300,600
374,20-Apr-23,CUST374,Female,59,Beauty,3,25,75
376,16-May-23,CUST376,Female,64,Beauty,1,30,30
378,28-Jun-23,CUST378,Male,50,Beauty,1,300,300
383,22-Mar-23,CUST383,Female,46,Beauty,3,30,90
387,4-Jun-23,CUST387,Male,44,Beauty,1,30,30
391,5-Jan-23,CUST391,Male,19,Beauty,2,25,50
396,23-Feb-23,CUST396,Female,55,Beauty,1,30,30
397,10-Mar-23,CUST397,Female,30,Beauty,1,25,25
399,1-Mar-23,CUST399,Female,64,Beauty,2,30,60
406,18-Apr-23,CUST406,Female,22,Beauty,4,25,100
413,8-Sep-23,CUST413,Female,44,Beauty,3,25,75
414,9-May-23,CUST414,Male,48,Beauty,4,25,100
424,23-Nov-23,CUST424,Male,57,Beauty,4,300,1200
435,20-Dec-23,CUST435,Female,30,Beauty,3,300,900
441,10-Oct-23,CUST441,Male,57,Beauty,4,300,1200
448,21-Jan-23,CUST448,Female,54,Beauty,2,30,60
450,18-Apr-23,CUST450,Female,59,Beauty,2,25,50
454,22-Feb-23,CUST454,Female,46,Beauty,1,25,25
457,28-Jul-23,CUST457,Female,58,Beauty,3,300,900
469,8-May-23,CUST469,Male,18,Beauty,3,25,75
472,26-Dec-23,CUST472,Female,38,Beauty,3,300,900
492,29-Jun-23,CUST492,Male,61,Beauty,4,25,100
493,25-Nov-23,CUST493,Male,41,Beauty,2,25,50
495,24-Jul-23,CUST495,Male,24,Beauty,2,30,60
499,15-Jan-23,CUST499,Male,46,Beauty,2,30,60
500,1-Mar-23,CUST500,Female,60,Beauty,4,25,100
508,11-Aug-23,CUST508,Male,58,Beauty,2,300,600
512,7-Nov-23,CUST512,Female,57,Beauty,1,25,25
516,23-Oct-23,CUST516,Male,30,Beauty,4,25,100
524,3-Oct-23,CUST524,Male,46,Beauty,4,300,1200
525,18-Dec-23,CUST525,Female,47,Beauty,2,25,50
535,6-Dec-23,CUST535,Male,47,Beauty,3,30,90
536,5-Mar-23,CUST536,Female,55,Beauty,4,30,120
543,26-Jul-23,CUST543,Male,49,Beauty,2,300,600
555,19-Oct-23,CUST555,Male,25,Beauty,1,300,300
557,27-Jul-23,CUST557,Female,20,Beauty,3,30,90
565,7-Nov-23,CUST565,Female,45,Beauty,2,30,60
573,19-Sep-23,CUST573,Male,49,Beauty,2,30,60
581,21-Nov-23,CUST581,Female,48,Beauty,2,30,60
587,8-Jun-23,CUST587,Female,40,Beauty,4,300,1200
597,22-Aug-23,CUST597,Male,22,Beauty,4,300,1200
598,1-Aug-23,CUST598,Male,37,Beauty,4,30,120
610,3-Jan-23,CUST610,Female,26,Beauty,2,300,600
614,1-Apr-23,CUST614,Female,39,Beauty,4,300,1200
622,22-Aug-23,CUST622,Female,49,Beauty,3,25,75
624,26-Aug-23,CUST624,Female,34,Beauty,3,300,900
633,7-Aug-23,CUST633,Male,39,Beauty,4,30,120
644,6-Sep-23,CUST644,Male,23,Beauty,3,25,75
648,14-Aug-23,CUST648,Male,53,Beauty,4,300,1200
656,4-Oct-23,CUST656,Male,29,Beauty,3,30,90
669,19-Jun-23,CUST669,Male,24,Beauty,4,300,1200
670,5-Oct-23,CUST670,Male,27,Beauty,1,30,30
679,11-Jan-23,CUST679,Female,18,Beauty,3,30,90
682,2-Sep-23,CUST682,Male,46,Beauty,4,300,1200
701,14-Dec-23,CUST701,Female,52,Beauty,2,30,60
708,14-Jan-23,CUST708,Female,43,Beauty,3,300,900
712,6-Dec-23,CUST712,Female,57,Beauty,2,25,50
713,14-Jan-23,CUST713,Male,34,Beauty,3,25,75
715,26-Nov-23,CUST715,Female,42,Beauty,4,25,100
718,25-Aug-23,CUST718,Female,59,Beauty,3,25,75
722,14-Jul-23,CUST722,Male,20,Beauty,3,300,900
727,22-Jun-23,CUST727,Male,55,Beauty,3,300,900
733,29-Aug-23,CUST733,Male,34,Beauty,1,30,30
739,29-Nov-23,CUST739,Male,36,Beauty,1,25,25
747,15-Nov-23,CUST747,Male,23,Beauty,1,30,30
749,3-May-23,CUST749,Male,42,Beauty,1,30,30
767,24-Oct-23,CUST767,Male,39,Beauty,3,25,75
768,14-Jan-23,CUST768,Female,24,Beauty,3,25,75
778,18-Nov-23,CUST778,Female,47,Beauty,4,25,100
788,27-Jun-23,CUST788,Female,52,Beauty,3,300,900
791,5-Dec-23,CUST791,Female,51,Beauty,1,25,25
793,5-Feb-23,CUST793,Male,54,Beauty,1,30,30
794,17-Sep-23,CUST794,Female,60,Beauty,1,300,300
796,24-Jun-23,CUST796,Male,43,Beauty,4,30,120
802,5-Jul-23,CUST802,Female,46,Beauty,1,30,30
806,20-Mar-23,CUST806,Female,35,Beauty,3,300,900
811,19-May-23,CUST811,Male,61,Beauty,2,25,50
825,26-Aug-23,CUST825,Female,46,Beauty,1,25,25
827,9-Nov-23,CUST827,Male,61,Beauty,3,300,900
829,14-Jul-23,CUST829,Male,61,Beauty,3,30,90
834,4-Apr-23,CUST834,Female,56,Beauty,2,30,60
837,1-Jul-23,CUST837,Male,18,Beauty,3,30,90
855,1-Sep-23,CUST855,Male,54,Beauty,1,25,25
871,31-Aug-23,CUST871,Male,62,Beauty,2,30,60
872,11-Oct-23,CUST872,Female,63,Beauty,3,25,75
874,26-Jun-23,CUST874,Male,60,Beauty,1,30,30
905,2-Apr-23,CUST905,Male,58,Beauty,1,300,300
908,29-Dec-23,CUST908,Male,46,Beauty,4,300,1200
915,30-May-23,CUST915,Female,26,Beauty,3,30,90
919,9-Sep-23,CUST919,Female,22,Beauty,2,25,50
920,22-Feb-23,CUST920,Female,28,Beauty,3,25,75
923,26-May-23,CUST923,Male,32,Beauty,3,300,900
929,27-Jan-23,CUST929,Female,23,Beauty,3,25,75
931,2-Sep-23,CUST931,Male,30,Beauty,4,30,120
932,28-Feb-23,CUST932,Female,45,Beauty,4,25,100
933,3-Feb-23,CUST933,Male,22,Beauty,1,30,30
945,13-Feb-23,CUST945,Male,30,Beauty,1,25,25
947,2-Mar-23,CUST947,Male,50,Beauty,1,300,300
953,26-Apr-23,CUST953,Male,45,Beauty,3,30,90
967,17-Apr-23,CUST967,Male,62,Beauty,1,25,25
972,11-Feb-23,CUST972,Male,49,Beauty,4,25,100
974,3-May-23,CUST974,Male,47,Beauty,1,30,30
976,10-Oct-23,CUST976,Female,48,Beauty,2,300,600
979,2-Jan-23,CUST979,Female,19,Beauty,1,25,25
982,19-Dec-23,CUST982,Female,46,Beauty,3,30,90
997,17-Nov-23,CUST997,Male,52,Beauty,3,30,90
998,29-Oct-23,CUST998,Female,23,Beauty,4,25,100
1,24-Nov-23,CUST001,Male,34,Beauty,3,50,150
5,6-May-23,CUST005,Male,30,Beauty,2,50,100
25,26-Dec-23,CUST025,Female,64,Beauty,1,50,50
38,21-Mar-23,CUST038,Male,38,Beauty,4,50,200
40,22-Jun-23,CUST040,Male,45,Beauty,1,50,50
60,23-Oct-23,CUST060,Male,30,Beauty,3,50,150
61,9-Apr-23,CUST061,Male,21,Beauty,4,50,200
62,27-Dec-23,CUST062,Male,18,Beauty,2,50,100
75,6-Jul-23,CUST075,Male,61,Beauty,4,50,200
82,26-Dec-23,CUST082,Female,32,Beauty,4,50,200
87,22-Nov-23,CUST087,Female,28,Beauty,2,50,100
98,23-Apr-23,CUST098,Female,55,Beauty,2,50,100
120,7-May-23,CUST120,Male,60,Beauty,1,50,50
176,11-Jul-23,CUST176,Female,43,Beauty,2,50,100
177,24-Mar-23,CUST177,Male,45,Beauty,2,50,100
189,30-Jan-23,CUST189,Male,63,Beauty,1,50,50
192,10-Feb-23,CUST192,Male,62,Beauty,2,50,100
200,1-Sep-23,CUST200,Male,27,Beauty,3,50,150
244,9-Dec-23,CUST244,Male,28,Beauty,2,50,100
251,31-Aug-23,CUST251,Female,57,Beauty,4,50,200
273,8-May-23,CUST273,Female,22,Beauty,1,50,50
328,22-Mar-23,CUST328,Male,39,Beauty,2,50,100
330,18-Sep-23,CUST330,Female,25,Beauty,4,50,200
336,12-Dec-23,CUST336,Female,52,Beauty,3,50,150
338,26-Jul-23,CUST338,Male,54,Beauty,2,50,100
349,26-Oct-23,CUST349,Female,57,Beauty,1,50,50
354,15-Apr-23,CUST354,Female,49,Beauty,4,50,200
433,27-Feb-23,CUST433,Male,29,Beauty,4,50,200
460,2-May-23,CUST460,Male,40,Beauty,1,50,50
473,25-Feb-23,CUST473,Male,64,Beauty,1,50,50
494,18-Sep-23,CUST494,Female,42,Beauty,4,50,200
504,16-May-23,CUST504,Female,38,Beauty,3,50,150
505,20-Jan-23,CUST505,Male,24,Beauty,1,50,50
510,10-Jun-23,CUST510,Female,39,Beauty,4,50,200
511,12-Aug-23,CUST511,Male,45,Beauty,2,50,100
